pageId	url	title	lastModified	fetchedAt	size	statusCode	fetched	htmlSnapshot	textSnapshot	lastError
100	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/88.html	Record of Lodoss War: Chronicles of the Heroic Knight (1998)	2023-05-16T05:03:42Z	2026-04-23T11:05:26.8195013Z	9657	200	true	pages\html\page-0100.html	pages\text\page-0100.txt	
101	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/89.html	Chain of Command (2000)	2023-05-16T05:03:44Z	2026-04-23T11:05:26.8529681Z	7134	200	true	pages\html\page-0101.html	pages\text\page-0101.txt	
102	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/90.html	The Lemon Drop Kid (1951)	2023-05-16T05:03:44Z	2026-04-23T11:05:26.9036996Z	4072	200	true	pages\html\page-0102.html	pages\text\page-0102.txt	
103	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/91.html	WWE: Royal Rumble 2005 (2005)	2023-05-16T05:03:44Z	2026-04-23T11:05:26.9193799Z	3169	200	true	pages\html\page-0103.html	pages\text\page-0103.txt	
104	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/92.html	ECW: Cyberslam '99 (2002)	2023-05-16T05:03:44Z	2026-04-23T11:05:26.9684342Z	4530	200	true	pages\html\page-0104.html	pages\text\page-0104.txt	
105	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/93.html	They Came Back (2004)	2023-05-16T05:03:44Z	2026-04-23T11:05:26.9860578Z	3504	200	true	pages\html\page-0105.html	pages\text\page-0105.txt	
106	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/94.html	G3: Live in Concert (2000)	2023-05-16T05:03:44Z	2026-04-23T11:05:27.0194342Z	5093	200	true	pages\html\page-0106.html	pages\text\page-0106.txt	
107	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/95.html	Dona Herlinda and Her Son (1985)	2023-05-16T05:03:44Z	2026-04-23T11:05:27.0530972Z	5579	200	true	pages\html\page-0107.html	pages\text\page-0107.txt	
108	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/96.html	Inside the Space Station (2000)	2023-05-16T05:03:44Z	2026-04-23T11:05:27.0863556Z	4846	200	true	pages\html\page-0108.html	pages\text\page-0108.txt	
109	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/97.html	Mostly Martha (2002)	2023-05-16T05:03:44Z	2026-04-23T11:05:27.1353525Z	2840	200	true	pages\html\page-0109.html	pages\text\page-0109.txt	
110	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/98.html	The Battle of Algiers: Bonus Material (1965)	2023-05-16T05:03:44Z	2026-04-23T11:05:27.1529501Z	2832	200	true	pages\html\page-0110.html	pages\text\page-0110.txt	
111	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/99.html	A Fishy Story (1989)	2023-05-16T05:03:44Z	2026-04-23T11:05:27.1866391Z	3271	200	true	pages\html\page-0111.html	pages\text\page-0111.txt	
112	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/100.html	Sam the Iron Bridge (1993)	2023-05-16T05:03:16Z	2026-04-23T11:05:27.2198867Z	4110	200	true	pages\html\page-0112.html	pages\text\page-0112.txt	
113	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/101.html	Complete Shamanic Princess (1997)	2023-05-16T05:03:16Z	2026-04-23T11:05:27.2558201Z	3166	200	true	pages\html\page-0113.html	pages\text\page-0113.txt	
114	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/102.html	Notre Musique (2004)	2023-05-16T05:03:16Z	2026-04-23T11:05:27.286832Z	10796	200	true	pages\html\page-0114.html	pages\text\page-0114.txt	
115	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/103.html	Sanford and Son: Season 6 (1976)	2023-05-16T05:03:16Z	2026-04-23T11:05:27.3227275Z	3771	200	true	pages\html\page-0115.html	pages\text\page-0115.txt	
116	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/104.html	The Great Race (1965)	2023-05-16T05:03:16Z	2026-04-23T11:05:27.3532837Z	3678	200	true	pages\html\page-0116.html	pages\text\page-0116.txt	
117	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/105.html	Obsessed (2002)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.3868011Z	3535	200	true	pages\html\page-0117.html	pages\text\page-0117.txt	
118	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/106.html	Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 and 1985 (2004)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.4201296Z	5754	200	true	pages\html\page-0118.html	pages\text\page-0118.txt	
119	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/107.html	Magnolia: Bonus Material (2000)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.4558886Z	2513	200	true	pages\html\page-0119.html	pages\text\page-0119.txt	
120	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/108.html	Spartan (2004)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.4870867Z	7939	200	true	pages\html\page-0120.html	pages\text\page-0120.txt	
121	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/109.html	No Way Back (1996)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.5200799Z	3379	200	true	pages\html\page-0121.html	pages\text\page-0121.txt	
122	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/110.html	Scandal (1989)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.5548637Z	7950	200	true	pages\html\page-0122.html	pages\text\page-0122.txt	
123	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/111.html	Duplex (Widescreen) (2003)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.5869756Z	2478	200	true	pages\html\page-0123.html	pages\text\page-0123.txt	
124	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/112.html	The Eye of Vichy (1993)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.6202957Z	7500	200	true	pages\html\page-0124.html	pages\text\page-0124.txt	
125	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/113.html	Bruce Lee: A Warrior's Journey (2000)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.6536752Z	6989	200	true	pages\html\page-0125.html	pages\text\page-0125.txt	
126	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/114.html	Dominion Tank Police Part 1 and 2 (1989)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.6872034Z	2792	200	true	pages\html\page-0126.html	pages\text\page-0126.txt	
127	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/115.html	Lord Peter Wimsey: Murder Must Advertise (1973)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.7371365Z	8368	200	true	pages\html\page-0127.html	pages\text\page-0127.txt	
128	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/116.html	Bear Cub (2004)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.77064Z	3868	200	true	pages\html\page-0128.html	pages\text\page-0128.txt	
129	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/117.html	Silk Stockings (1957)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.8038474Z	6617	200	true	pages\html\page-0129.html	pages\text\page-0129.txt	
130	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/118.html	Rambo: First Blood Part II (1985)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.8370101Z	8604	200	true	pages\html\page-0130.html	pages\text\page-0130.txt	
131	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/119.html	Travel the World by Train: Africa (1999)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.8704211Z	3953	200	true	pages\html\page-0131.html	pages\text\page-0131.txt	
132	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/120.html	Plain Dirty (2004)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.9037484Z	7025	200	true	pages\html\page-0132.html	pages\text\page-0132.txt	
133	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/121.html	Beyonce: Live at Wembley (2003)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.937321Z	3880	200	true	pages\html\page-0133.html	pages\text\page-0133.txt	
134	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/122.html	Cube 2: Hypercube (2002)	2023-05-16T05:03:18Z	2026-04-23T11:05:27.9708189Z	7862	200	true	pages\html\page-0134.html	pages\text\page-0134.txt	
135	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/123.html	Chain of Fools (2000)	2023-05-16T05:03:18Z	2026-04-23T11:05:28.004062Z	7193	200	true	pages\html\page-0135.html	pages\text\page-0135.txt	
136	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/124.html	Cold Blooded (2000)	2023-05-16T05:03:18Z	2026-04-23T11:05:28.0540406Z	3766	200	true	pages\html\page-0136.html	pages\text\page-0136.txt	
137	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/125.html	Nighthawks (1981)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.087248Z	7979	200	true	pages\html\page-0137.html	pages\text\page-0137.txt	
138	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/126.html	Vampire Effect (aka Twins Effect) (2003)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.1208403Z	3084	200	true	pages\html\page-0138.html	pages\text\page-0138.txt	
139	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/127.html	Fatal Beauty (1987)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.1541179Z	6802	200	true	pages\html\page-0139.html	pages\text\page-0139.txt	
140	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/128.html	Mr. Vampire (1985)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.187585Z	3977	200	true	pages\html\page-0140.html	pages\text\page-0140.txt	
141	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/129.html	Darkwolf (2003)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.2208538Z	3300	200	true	pages\html\page-0141.html	pages\text\page-0141.txt	
142	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/130.html	Drowning on Dry Land (1999)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.2541738Z	5484	200	true	pages\html\page-0142.html	pages\text\page-0142.txt	
143	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/131.html	Arachnid (2002)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.2878077Z	7156	200	true	pages\html\page-0143.html	pages\text\page-0143.txt	
144	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/132.html	Lucio Fulci: The Beyond (1981)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.3198269Z	3905	200	true	pages\html\page-0144.html	pages\text\page-0144.txt	
145	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/133.html	Viva La Bam: Season 1 (2003)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.3376546Z	7109	200	true	pages\html\page-0145.html	pages\text\page-0145.txt	
146	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/134.html	Spirit Lost (1996)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.3709735Z	5370	200	true	pages\html\page-0146.html	pages\text\page-0146.txt	
147	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/135.html	GTO: Great Teacher Onizuka: Set 2 (1998)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.4041708Z	2706	200	true	pages\html\page-0147.html	pages\text\page-0147.txt	
148	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/136.html	Cat and the Canary (1927)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.4374783Z	3394	200	true	pages\html\page-0148.html	pages\text\page-0148.txt	
149	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/137.html	Naked Lies (1998)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.4709236Z	5926	200	true	pages\html\page-0149.html	pages\text\page-0149.txt	
150	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/138.html	Star Trek: Voyager: Season 1 (1995)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.5045401Z	4116	200	true	pages\html\page-0150.html	pages\text\page-0150.txt	
151	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/139.html	Allergies: A Natural Approach (2001)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.5379568Z	2548	200	true	pages\html\page-0151.html	pages\text\page-0151.txt	
152	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/140.html	Lost in the Wild (1993)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.5714103Z	3997	200	true	pages\html\page-0152.html	pages\text\page-0152.txt	
153	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/141.html	Goddess of Mercy (2004)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.604571Z	4112	200	true	pages\html\page-0153.html	pages\text\page-0153.txt	
154	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/142.html	The Tricky Master (2000)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.6381359Z	6415	200	true	pages\html\page-0154.html	pages\text\page-0154.txt	
155	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/143.html	The Game (1997)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.6714715Z	3283	200	true	pages\html\page-0155.html	pages\text\page-0155.txt	
156	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/144.html	Deepak Chopra: The Way of the Wizard and Alchemy (2000)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.7032297Z	2693	200	true	pages\html\page-0156.html	pages\text\page-0156.txt	
157	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/145.html	Get Out Your Handkerchiefs (1978)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.7213151Z	6485	200	true	pages\html\page-0157.html	pages\text\page-0157.txt	
158	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/146.html	Cannibal Women in the Avocado Jungle of Death (1988)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.7551667Z	6918	200	true	pages\html\page-0158.html	pages\text\page-0158.txt	
159	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/147.html	Where Sleeping Dogs Lie (1992)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.805129Z	5656	200	true	pages\html\page-0159.html	pages\text\page-0159.txt	
160	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/148.html	Sweet November (2001)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.8384664Z	8272	200	true	pages\html\page-0160.html	pages\text\page-0160.txt	
161	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/149.html	The Edward R. Murrow Collection (2005)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.8713717Z	4092	200	true	pages\html\page-0161.html	pages\text\page-0161.txt	
162	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/150.html	Firetrap (2001)	2023-05-16T05:03:20Z	2026-04-23T11:05:28.9047733Z	6335	200	true	pages\html\page-0162.html	pages\text\page-0162.txt	
163	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/151.html	Sleepover Nightmare (2005)	2023-05-16T05:03:22Z	2026-04-23T11:05:28.9382742Z	5969	200	true	pages\html\page-0163.html	pages\text\page-0163.txt	
164	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/152.html	A Little Princess (1995)	2023-05-16T05:03:22Z	2026-04-23T11:05:28.9716035Z	3982	200	true	pages\html\page-0164.html	pages\text\page-0164.txt	
165	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/153.html	MTV Yoga (2002)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.0205564Z	3576	200	true	pages\html\page-0165.html	pages\text\page-0165.txt	
166	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/154.html	Demon Warrior Koji (2000)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.0381834Z	4114	200	true	pages\html\page-0166.html	pages\text\page-0166.txt	
167	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/155.html	The Strongest Man in the World (1975)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.0882719Z	3882	200	true	pages\html\page-0167.html	pages\text\page-0167.txt	
168	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/156.html	Husbands and Wives (1992)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.1215873Z	7467	200	true	pages\html\page-0168.html	pages\text\page-0168.txt	
169	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/157.html	Laird: White Knuckle Extreme (2004)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.1551995Z	2675	200	true	pages\html\page-0169.html	pages\text\page-0169.txt	
170	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/158.html	A Killer Within (2004)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.1883101Z	8029	200	true	pages\html\page-0170.html	pages\text\page-0170.txt	
171	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/159.html	Gentlemen of Fortune (1971)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.2222492Z	7526	200	true	pages\html\page-0171.html	pages\text\page-0171.txt	
172	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/160.html	Gormenghast (2000)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.270746Z	6564	200	true	pages\html\page-0172.html	pages\text\page-0172.txt	
173	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/161.html	Ninotchka (1939)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.3052632Z	7099	200	true	pages\html\page-0173.html	pages\text\page-0173.txt	
174	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/162.html	John Cleese on How to Irritate People (1968)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.3385971Z	6997	200	true	pages\html\page-0174.html	pages\text\page-0174.txt	
175	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/163.html	MTV: Making the Band 2: Best of Season 1 (2002)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.3720075Z	4086	200	true	pages\html\page-0175.html	pages\text\page-0175.txt	
176	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/164.html	One Last Dance (2003)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.4225563Z	6148	200	true	pages\html\page-0176.html	pages\text\page-0176.txt	
177	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/165.html	Richard Pryor: Live on the Sunset Strip (1982)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.4553203Z	6062	200	true	pages\html\page-0177.html	pages\text\page-0177.txt	
178	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/166.html	Fame (1980)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.488909Z	8511	200	true	pages\html\page-0178.html	pages\text\page-0178.txt	
179	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/167.html	The Chorus (2004)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.5218515Z	4135	200	true	pages\html\page-0179.html	pages\text\page-0179.txt	
180	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/168.html	Smokey and the Bandit Part 3 (1983)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.5557301Z	9575	200	true	pages\html\page-0180.html	pages\text\page-0180.txt	
181	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/169.html	Cartoon Network Halloween: 9 Creepy Cartoon Capers (2004)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.6053187Z	2695	200	true	pages\html\page-0181.html	pages\text\page-0181.txt	
182	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/170.html	Tomorrow (1972)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.6390843Z	5980	200	true	pages\html\page-0182.html	pages\text\page-0182.txt	
183	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/171.html	Funny Face (1957)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.6721771Z	7988	200	true	pages\html\page-0183.html	pages\text\page-0183.txt	
184	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/172.html	Jack (2003)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.7057278Z	3066	200	true	pages\html\page-0184.html	pages\text\page-0184.txt	
185	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/173.html	The Devil's Brigade (1968)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.7390628Z	6984	200	true	pages\html\page-0185.html	pages\text\page-0185.txt	
186	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/174.html	Adam-12: Season 1 (1968)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.7889046Z	3601	200	true	pages\html\page-0186.html	pages\text\page-0186.txt	
187	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/175.html	Reservoir Dogs (1992)	2023-05-16T05:03:22Z	2026-04-23T11:05:29.8224582Z	11108	200	true	pages\html\page-0187.html	pages\text\page-0187.txt	
188	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/176.html	The History Channel Presents: Troy: Unearthing the Legend (2004)	2023-05-16T05:03:24Z	2026-04-23T11:05:29.8559189Z	2830	200	true	pages\html\page-0188.html	pages\text\page-0188.txt	
189	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/177.html	Pressure (2002)	2023-05-16T05:03:24Z	2026-04-23T11:05:29.88936Z	5923	200	true	pages\html\page-0189.html	pages\text\page-0189.txt	
190	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/178.html	Regular Guys (1996)	2023-05-16T05:03:24Z	2026-04-23T11:05:29.9226958Z	5971	200	true	pages\html\page-0190.html	pages\text\page-0190.txt	
191	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/179.html	Bollywood Bound (2003)	2023-05-16T05:03:24Z	2026-04-23T11:05:29.9560749Z	4620	200	true	pages\html\page-0191.html	pages\text\page-0191.txt	
192	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/180.html	Scratch (2002)	2023-05-16T05:03:24Z	2026-04-23T11:05:29.9892689Z	4099	200	true	pages\html\page-0192.html	pages\text\page-0192.txt	
193	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/181.html	The Last Shot (2004)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.0224889Z	3414	200	true	pages\html\page-0193.html	pages\text\page-0193.txt	
194	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/182.html	Moby: Play (2001)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.0725414Z	4803	200	true	pages\html\page-0194.html	pages\text\page-0194.txt	
195	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/183.html	IFilm: Deranged (2005)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.1061645Z	3862	200	true	pages\html\page-0195.html	pages\text\page-0195.txt	
196	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/184.html	Billy Blanks: Tae Bo: Cardio Circuit 1 (2004)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.1393695Z	2611	200	true	pages\html\page-0196.html	pages\text\page-0196.txt	
197	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/185.html	Missing in Action 2: The Beginning / Missing in Action 3: Braddock (1985)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.1729682Z	6805	200	true	pages\html\page-0197.html	pages\text\page-0197.txt	
