pageId	url	title	lastModified	fetchedAt	size	statusCode	fetched	htmlSnapshot	textSnapshot	lastError
198	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/186.html	Panic in the Streets (1950)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.2060362Z	6793	200	true	pages\html\page-0198.html	pages\text\page-0198.txt	
199	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/187.html	Death to Smoochy (2002)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.2395132Z	8366	200	true	pages\html\page-0199.html	pages\text\page-0199.txt	
200	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/188.html	Dead Birds (2005)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.2885628Z	3975	200	true	pages\html\page-0200.html	pages\text\page-0200.txt	
201	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/189.html	Airplane II: The Sequel (1982)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.3230369Z	7714	200	true	pages\html\page-0201.html	pages\text\page-0201.txt	
202	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/190.html	Blood and Sand (1989)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.3566074Z	3682	200	true	pages\html\page-0202.html	pages\text\page-0202.txt	
203	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/191.html	X2: X-Men United (2003)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.3898652Z	8773	200	true	pages\html\page-0203.html	pages\text\page-0203.txt	
204	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/192.html	The SoulTaker (2003)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.4229755Z	5077	200	true	pages\html\page-0204.html	pages\text\page-0204.txt	
205	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/193.html	Marilyn Manson: Fear of a Satanic Planet (2005)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.4733218Z	2625	200	true	pages\html\page-0205.html	pages\text\page-0205.txt	
206	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/194.html	Arliss: The Best of Arliss (1996)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.5068225Z	3792	200	true	pages\html\page-0206.html	pages\text\page-0206.txt	
207	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/195.html	Chasing Freedom (2004)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.5400972Z	8378	200	true	pages\html\page-0207.html	pages\text\page-0207.txt	
208	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/196.html	Peter Tosh: Stepping Razor: Red X (1992)	2023-05-16T05:03:24Z	2026-04-23T11:05:30.5732782Z	2638	200	true	pages\html\page-0208.html	pages\text\page-0208.txt	
209	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/197.html	Taking Lives (2004)	2023-05-16T05:03:26Z	2026-04-23T11:05:30.6068159Z	8754	200	true	pages\html\page-0209.html	pages\text\page-0209.txt	
210	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/198.html	Gupt (1997)	2023-05-16T05:03:26Z	2026-04-23T11:05:30.6398874Z	6856	200	true	pages\html\page-0210.html	pages\text\page-0210.txt	
211	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/199.html	The Deer Hunter (1978)	2023-05-16T05:03:26Z	2026-04-23T11:05:30.6733839Z	3896	200	true	pages\html\page-0211.html	pages\text\page-0211.txt	
212	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/200.html	The Fall of the Roman Empire (1964)	2023-05-16T05:03:26Z	2026-04-23T11:05:30.7067911Z	7062	200	true	pages\html\page-0212.html	pages\text\page-0212.txt	
213	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/201.html	Home Movie (2001)	2023-05-16T05:03:26Z	2026-04-23T11:05:30.7567324Z	6102	200	true	pages\html\page-0213.html	pages\text\page-0213.txt	
214	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/202.html	Ruby's Bucket of Blood (2001)	2023-05-16T05:03:26Z	2026-04-23T11:05:30.7902731Z	6495	200	true	pages\html\page-0214.html	pages\text\page-0214.txt	
215	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/203.html	Sports Illustrated Swimsuit Edition: 1997 (1997)	2023-05-16T05:03:26Z	2026-04-23T11:05:30.8235692Z	3412	200	true	pages\html\page-0215.html	pages\text\page-0215.txt	
216	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/204.html	Venus Boyz (2002)	2023-05-16T05:03:26Z	2026-04-23T11:05:30.856912Z	5782	200	true	pages\html\page-0216.html	pages\text\page-0216.txt	
217	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/205.html	Troy: Bonus Material (2004)	2023-05-16T05:03:26Z	2026-04-23T11:05:30.8901989Z	2668	200	true	pages\html\page-0217.html	pages\text\page-0217.txt	
218	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/206.html	Unconstitutional: The War on Our Civil Liberties (2004)	2023-05-16T05:03:26Z	2026-04-23T11:05:30.9237702Z	7114	200	true	pages\html\page-0218.html	pages\text\page-0218.txt	
219	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/207.html	Denise Austin: Ultimate Fat Burner (2001)	2023-05-16T05:03:26Z	2026-04-23T11:05:30.9728588Z	2583	200	true	pages\html\page-0219.html	pages\text\page-0219.txt	
220	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/208.html	The Three Stooges: Sing a Song of Six Pants (1947)	2023-05-16T05:03:26Z	2026-04-23T11:05:31.0075791Z	4101	200	true	pages\html\page-0220.html	pages\text\page-0220.txt	
221	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/209.html	Star Trek: Deep Space Nine: Season 5 (1996)	2023-05-16T05:03:26Z	2026-04-23T11:05:31.0406189Z	3068	200	true	pages\html\page-0221.html	pages\text\page-0221.txt	
222	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/210.html	Onmyoji (2001)	2023-05-16T05:03:26Z	2026-04-23T11:05:31.0737473Z	6765	200	true	pages\html\page-0222.html	pages\text\page-0222.txt	
223	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/211.html	The Agronomist (2004)	2023-05-16T05:03:26Z	2026-04-23T11:05:31.1070874Z	6972	200	true	pages\html\page-0223.html	pages\text\page-0223.txt	
224	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/212.html	Querelle (1982)	2023-05-16T05:03:26Z	2026-04-23T11:05:31.1563478Z	6508	200	true	pages\html\page-0224.html	pages\text\page-0224.txt	
225	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/213.html	Dinner Rush (2001)	2023-05-16T05:03:26Z	2026-04-23T11:05:31.1911795Z	7801	200	true	pages\html\page-0225.html	pages\text\page-0225.txt	
226	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/214.html	Read-Along: Beauty and the Beast (2002)	2023-05-16T05:03:26Z	2026-04-23T11:05:31.2240683Z	4007	200	true	pages\html\page-0226.html	pages\text\page-0226.txt	
227	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/215.html	That '70s Show: Season 1 (1998)	2023-05-16T05:03:26Z	2026-04-23T11:05:31.2577441Z	3705	200	true	pages\html\page-0227.html	pages\text\page-0227.txt	
228	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/216.html	Impostor (2000)	2023-05-16T05:03:26Z	2026-04-23T11:05:31.29048Z	3522	200	true	pages\html\page-0228.html	pages\text\page-0228.txt	
229	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/217.html	Cherry 2000 (1988)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.3240776Z	6819	200	true	pages\html\page-0229.html	pages\text\page-0229.txt	
230	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/218.html	Triumph: Live at the US Festival (1983)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.3572311Z	3746	200	true	pages\html\page-0230.html	pages\text\page-0230.txt	
231	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/219.html	Neon Bible (1995)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.4063202Z	6911	200	true	pages\html\page-0231.html	pages\text\page-0231.txt	
232	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/220.html	Winston Churchill: The Wilderness Years (1983)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.4408406Z	10591	200	true	pages\html\page-0232.html	pages\text\page-0232.txt	
233	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/221.html	Voyage to the Planets and Beyond (2005)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.4744143Z	3071	200	true	pages\html\page-0233.html	pages\text\page-0233.txt	
234	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/222.html	Yellow (1998)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.5075401Z	7377	200	true	pages\html\page-0234.html	pages\text\page-0234.txt	
235	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/223.html	Chappelle's Show: Season 1 (2003)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.5409352Z	7877	200	true	pages\html\page-0235.html	pages\text\page-0235.txt	
236	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/224.html	Midsomer Murders: Blood Will Out (1999)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.5745541Z	2569	200	true	pages\html\page-0236.html	pages\text\page-0236.txt	
237	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/225.html	The Cookout (2004)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.6077713Z	3605	200	true	pages\html\page-0237.html	pages\text\page-0237.txt	
238	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/226.html	Henry: Portrait of a Serial Killer 2 (1996)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.6407545Z	3516	200	true	pages\html\page-0238.html	pages\text\page-0238.txt	
239	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/227.html	The Carol Burnett Show: Show Stoppers (2001)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.6744752Z	3114	200	true	pages\html\page-0239.html	pages\text\page-0239.txt	
240	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/228.html	Butch and Sundance: The Early Days (1979)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.7232285Z	6256	200	true	pages\html\page-0240.html	pages\text\page-0240.txt	
241	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/229.html	Peter Gabriel: Growing Up Live (2003)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.757582Z	2880	200	true	pages\html\page-0241.html	pages\text\page-0241.txt	
242	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/230.html	Unsolved Mysteries: Psychics (1987)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.7912498Z	3104	200	true	pages\html\page-0242.html	pages\text\page-0242.txt	
243	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/231.html	Marooned in Iraq (2002)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.8246948Z	6311	200	true	pages\html\page-0243.html	pages\text\page-0243.txt	
244	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/232.html	Gross Anatomy (1989)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.8579905Z	6767	200	true	pages\html\page-0244.html	pages\text\page-0244.txt	
245	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/233.html	Chato's Land (1971)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.8912555Z	11167	200	true	pages\html\page-0245.html	pages\text\page-0245.txt	
246	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/234.html	Animation Legend: Winsor McCay (1921)	2023-05-16T05:03:28Z	2026-04-23T11:05:31.9245739Z	3888	200	true	pages\html\page-0246.html	pages\text\page-0246.txt	
247	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/235.html	Unhook the Stars (1996)	2023-05-16T05:03:30Z	2026-04-23T11:05:31.9744329Z	7025	200	true	pages\html\page-0247.html	pages\text\page-0247.txt	
248	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/236.html	Cartoon Crazys Sci-Fi (1998)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.0080172Z	2492	200	true	pages\html\page-0248.html	pages\text\page-0248.txt	
249	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/237.html	Broken Blossoms (1918)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.0413372Z	3769	200	true	pages\html\page-0249.html	pages\text\page-0249.txt	
250	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/238.html	Led Zeppelin: The Song Remains the Same (1976)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.0750721Z	9335	200	true	pages\html\page-0250.html	pages\text\page-0250.txt	
251	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/239.html	Winnie the Pooh: Springtime with Roo (2004)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.1248816Z	6829	200	true	pages\html\page-0251.html	pages\text\page-0251.txt	
252	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/240.html	Woman of the Year (1942)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.1579608Z	7342	200	true	pages\html\page-0252.html	pages\text\page-0252.txt	
253	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/241.html	North by Northwest (1959)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.1915436Z	9712	200	true	pages\html\page-0253.html	pages\text\page-0253.txt	
254	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/242.html	Neon Genesis Evangelion: The End of Evangelion (1995)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.2414118Z	8900	200	true	pages\html\page-0254.html	pages\text\page-0254.txt	
255	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/243.html	Pressure Point (1962)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.2752973Z	5973	200	true	pages\html\page-0255.html	pages\text\page-0255.txt	
256	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/244.html	Stellvia (2004)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.3082219Z	5667	200	true	pages\html\page-0256.html	pages\text\page-0256.txt	
257	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/245.html	Road Dogz (2002)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.3414859Z	6649	200	true	pages\html\page-0257.html	pages\text\page-0257.txt	
258	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/246.html	The Boston Strangler (1968)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.3750067Z	3904	200	true	pages\html\page-0258.html	pages\text\page-0258.txt	
259	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/247.html	Oleanna (1994)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.4253095Z	7915	200	true	pages\html\page-0259.html	pages\text\page-0259.txt	
260	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/248.html	Michael Moore's The Awful Truth: Season 2 (2001)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.4587516Z	2696	200	true	pages\html\page-0260.html	pages\text\page-0260.txt	
261	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/249.html	The Hunters (1958)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.4917934Z	6093	200	true	pages\html\page-0261.html	pages\text\page-0261.txt	
262	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/250.html	Cast a Giant Shadow (1966)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.5254305Z	7615	200	true	pages\html\page-0262.html	pages\text\page-0262.txt	
263	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/251.html	Midsomer Murders: Strangler's Wood (2000)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.5587002Z	2583	200	true	pages\html\page-0263.html	pages\text\page-0263.txt	
264	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/252.html	Stuart Little 2 (2002)	2023-05-16T05:03:30Z	2026-04-23T11:05:32.5917945Z	8171	200	true	pages\html\page-0264.html	pages\text\page-0264.txt	
265	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/253.html	A Night at the Opera (1935)	2023-05-16T05:03:32Z	2026-04-23T11:05:32.6253092Z	4111	200	true	pages\html\page-0265.html	pages\text\page-0265.txt	
266	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/254.html	Westender (2003)	2023-05-16T05:03:32Z	2026-04-23T11:05:32.6741743Z	6053	200	true	pages\html\page-0266.html	pages\text\page-0266.txt	
267	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/255.html	The Hunchback of Notre Dame II (2001)	2023-05-16T05:03:32Z	2026-04-23T11:05:32.7087622Z	6973	200	true	pages\html\page-0267.html	pages\text\page-0267.txt	
268	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/256.html	Ghost Dog: The Way of the Samurai (2000)	2023-05-16T05:03:32Z	2026-04-23T11:05:32.7422277Z	10489	200	true	pages\html\page-0268.html	pages\text\page-0268.txt	
269	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/257.html	Charlotte's Web (1973)	2023-05-16T05:03:32Z	2026-04-23T11:05:32.7923242Z	7637	200	true	pages\html\page-0269.html	pages\text\page-0269.txt	
270	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/258.html	Mann (1999)	2023-05-16T05:03:32Z	2026-04-23T11:05:32.8258224Z	6687	200	true	pages\html\page-0270.html	pages\text\page-0270.txt	
271	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/259.html	Animal (2004)	2023-05-16T05:03:32Z	2026-04-23T11:05:32.8588183Z	4576	200	true	pages\html\page-0271.html	pages\text\page-0271.txt	
272	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/260.html	Marat / Sade (1967)	2023-05-16T05:03:32Z	2026-04-23T11:05:32.9087894Z	6756	200	true	pages\html\page-0272.html	pages\text\page-0272.txt	
273	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/261.html	The Big Clock (1948)	2023-05-16T05:03:32Z	2026-04-23T11:05:32.9424863Z	6735	200	true	pages\html\page-0273.html	pages\text\page-0273.txt	
274	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/262.html	Herbie Rides Again (1974)	2023-05-16T05:03:32Z	2026-04-23T11:05:32.9756902Z	7169	200	true	pages\html\page-0274.html	pages\text\page-0274.txt	
275	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/263.html	Dragon Ball: Tournament Saga (2001)	2023-05-16T05:03:32Z	2026-04-23T11:05:33.009071Z	2685	200	true	pages\html\page-0275.html	pages\text\page-0275.txt	
276	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/264.html	Angelina Ballerina: Lights (2002)	2023-05-16T05:03:32Z	2026-04-23T11:05:33.0425971Z	2629	200	true	pages\html\page-0276.html	pages\text\page-0276.txt	
277	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/265.html	The Jeff Corwin Experience: Costa Rica and the Amazon (2002)	2023-05-16T05:03:32Z	2026-04-23T11:05:33.0922945Z	2907	200	true	pages\html\page-0277.html	pages\text\page-0277.txt	
278	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/266.html	Saudade Do Futuro (2000)	2023-05-16T05:03:32Z	2026-04-23T11:05:33.1256429Z	4386	200	true	pages\html\page-0278.html	pages\text\page-0278.txt	
279	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/267.html	Touched by an Angel: Season 1 (1994)	2023-05-16T05:03:32Z	2026-04-23T11:05:33.1592458Z	3937	200	true	pages\html\page-0279.html	pages\text\page-0279.txt	
280	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/268.html	The Final Countdown (1980)	2023-05-16T05:03:32Z	2026-04-23T11:05:33.1926331Z	3837	200	true	pages\html\page-0280.html	pages\text\page-0280.txt	
281	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/269.html	Parenthood (1989)	2023-05-16T05:03:32Z	2026-04-23T11:05:33.2260889Z	7631	200	true	pages\html\page-0281.html	pages\text\page-0281.txt	
282	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/270.html	Sex and the City: Season 4 (2001)	2023-05-16T05:03:32Z	2026-04-23T11:05:33.2762715Z	4186	200	true	pages\html\page-0282.html	pages\text\page-0282.txt	
283	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/271.html	Saludos Amigos (1943)	2023-05-16T05:03:32Z	2026-04-23T11:05:33.3093085Z	7115	200	true	pages\html\page-0283.html	pages\text\page-0283.txt	
284	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/272.html	Female Yakuza Tale (1973)	2023-05-16T05:03:34Z	2026-04-23T11:05:33.3592235Z	6321	200	true	pages\html\page-0284.html	pages\text\page-0284.txt	
285	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/273.html	Taxi (2004)	2023-05-16T05:03:34Z	2026-04-23T11:05:33.3930483Z	10708	200	true	pages\html\page-0285.html	pages\text\page-0285.txt	
286	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/274.html	Crazy as Hell (2002)	2023-05-16T05:03:34Z	2026-04-23T11:05:33.4266877Z	6550	200	true	pages\html\page-0286.html	pages\text\page-0286.txt	
287	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/275.html	Evelyn (2002)	2023-05-16T05:03:34Z	2026-04-23T11:05:33.4597608Z	8940	200	true	pages\html\page-0287.html	pages\text\page-0287.txt	
288	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/276.html	Cold Harvest (1998)	2023-05-16T05:03:34Z	2026-04-23T11:05:33.5087655Z	5918	200	true	pages\html\page-0288.html	pages\text\page-0288.txt	
289	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/277.html	Enigma: MCMXC A.D (2003)	2023-05-16T05:03:34Z	2026-04-23T11:05:33.542923Z	2464	200	true	pages\html\page-0289.html	pages\text\page-0289.txt	
290	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/278.html	100 Days Before the Command (1990)	2023-05-16T05:03:34Z	2026-04-23T11:05:33.5763786Z	5871	200	true	pages\html\page-0290.html	pages\text\page-0290.txt	
291	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/279.html	Micki and Maude (1984)	2023-05-16T05:03:34Z	2026-04-23T11:05:33.6264084Z	3691	200	true	pages\html\page-0291.html	pages\text\page-0291.txt	
292	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/280.html	Sarah Brightman: In Concert (1998)	2023-05-16T05:03:34Z	2026-04-23T11:05:33.6594188Z	3296	200	true	pages\html\page-0292.html	pages\text\page-0292.txt	
293	https://www.cse.ust.hk/~kwtleung/COMP4321/news/bbc1.htm	BBC news1	2023-05-16T05:03:44Z	2026-04-23T11:05:33.6930656Z	1649	200	true	pages\html\page-0293.html	pages\text\page-0293.txt	
294	https://www.cse.ust.hk/~kwtleung/COMP4321/news/bbc2.htm	BBC news2	2023-05-16T05:03:44Z	2026-04-23T11:05:33.7430403Z	2136	200	true	pages\html\page-0294.html	pages\text\page-0294.txt	
295	https://www.cse.ust.hk/~kwtleung/COMP4321/news/bbc3.htm	BBC news3	2023-05-16T05:03:44Z	2026-04-23T11:05:33.7769606Z	3301	200	true	pages\html\page-0295.html	pages\text\page-0295.txt	
296	https://www.cse.ust.hk/~kwtleung/COMP4321/news/cnn1.htm	CNN news1	2023-05-16T05:03:44Z	2026-04-23T11:05:33.8098846Z	4427	200	true	pages\html\page-0296.html	pages\text\page-0296.txt	
297	https://www.cse.ust.hk/~kwtleung/COMP4321/news/cnn2.htm	CNN news2	2023-05-16T05:03:44Z	2026-04-23T11:05:33.8598049Z	6009	200	true	pages\html\page-0297.html	pages\text\page-0297.txt	
