url	pageId
https://www.cse.ust.hk/~kwtleung/COMP4321/testpage.htm	1
https://www.cse.ust.hk/~kwtleung/COMP4321/ust_cse.htm	2
https://www.cse.ust.hk/~kwtleung/COMP4321/news.htm	3
https://www.cse.ust.hk/~kwtleung/COMP4321/books.htm	4
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie.htm	5
https://www.cse.ust.hk/~kwtleung/COMP4321/ust_cse/PG.htm	6
https://www.cse.ust.hk/~kwtleung/COMP4321/ust_cse/UG.htm	7
https://www.cse.ust.hk/~kwtleung/COMP4321/news/bbc.htm	8
https://www.cse.ust.hk/~kwtleung/COMP4321/news/cnn.htm	9
https://www.cse.ust.hk/~kwtleung/COMP4321/books/book1.htm	10
https://www.cse.ust.hk/~kwtleung/COMP4321/books/book2.htm	11
https://www.cse.ust.hk/~kwtleung/COMP4321/books/book3.htm	12
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/1.html	13
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/2.html	14
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/3.html	15
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/4.html	16
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/5.html	17
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/6.html	18
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/7.html	19
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/8.html	20
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/9.html	21
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/10.html	22
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/11.html	23
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/12.html	24
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/13.html	25
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/14.html	26
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/15.html	27
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/16.html	28
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/17.html	29
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/18.html	30
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/19.html	31
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/20.html	32
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/21.html	33
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/22.html	34
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/23.html	35
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/24.html	36
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/25.html	37
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/26.html	38
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/27.html	39
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/28.html	40
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/29.html	41
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/30.html	42
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/31.html	43
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/32.html	44
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/33.html	45
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/34.html	46
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/35.html	47
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/36.html	48
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/37.html	49
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/38.html	50
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/39.html	51
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/40.html	52
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/41.html	53
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/42.html	54
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/43.html	55
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/44.html	56
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/45.html	57
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/46.html	58
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/47.html	59
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/48.html	60
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/49.html	61
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/50.html	62
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/51.html	63
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/52.html	64
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/53.html	65
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/54.html	66
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/55.html	67
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/56.html	68
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/57.html	69
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/58.html	70
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/59.html	71
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/60.html	72
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/61.html	73
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/62.html	74
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/63.html	75
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/64.html	76
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/65.html	77
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/66.html	78
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/67.html	79
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/68.html	80
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/69.html	81
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/70.html	82
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/71.html	83
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/72.html	84
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/73.html	85
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/74.html	86
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/75.html	87
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/76.html	88
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/77.html	89
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/78.html	90
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/79.html	91
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/80.html	92
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/81.html	93
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/82.html	94
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/83.html	95
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/84.html	96
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/85.html	97
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/86.html	98
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/87.html	99
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/88.html	100
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/89.html	101
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/90.html	102
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/91.html	103
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/92.html	104
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/93.html	105
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/94.html	106
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/95.html	107
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/96.html	108
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/97.html	109
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/98.html	110
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/99.html	111
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/100.html	112
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/101.html	113
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/102.html	114
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/103.html	115
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/104.html	116
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/105.html	117
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/106.html	118
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/107.html	119
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/108.html	120
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/109.html	121
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/110.html	122
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/111.html	123
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/112.html	124
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/113.html	125
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/114.html	126
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/115.html	127
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/116.html	128
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/117.html	129
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/118.html	130
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/119.html	131
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/120.html	132
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/121.html	133
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/122.html	134
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/123.html	135
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/124.html	136
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/125.html	137
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/126.html	138
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/127.html	139
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/128.html	140
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/129.html	141
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/130.html	142
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/131.html	143
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/132.html	144
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/133.html	145
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/134.html	146
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/135.html	147
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/136.html	148
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/137.html	149
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/138.html	150
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/139.html	151
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/140.html	152
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/141.html	153
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/142.html	154
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/143.html	155
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/144.html	156
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/145.html	157
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/146.html	158
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/147.html	159
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/148.html	160
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/149.html	161
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/150.html	162
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/151.html	163
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/152.html	164
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/153.html	165
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/154.html	166
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/155.html	167
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/156.html	168
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/157.html	169
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/158.html	170
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/159.html	171
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/160.html	172
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/161.html	173
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/162.html	174
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/163.html	175
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/164.html	176
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/165.html	177
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/166.html	178
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/167.html	179
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/168.html	180
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/169.html	181
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/170.html	182
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/171.html	183
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/172.html	184
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/173.html	185
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/174.html	186
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/175.html	187
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/176.html	188
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/177.html	189
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/178.html	190
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/179.html	191
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/180.html	192
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/181.html	193
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/182.html	194
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/183.html	195
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/184.html	196
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/185.html	197
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/186.html	198
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/187.html	199
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/188.html	200
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/189.html	201
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/190.html	202
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/191.html	203
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/192.html	204
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/193.html	205
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/194.html	206
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/195.html	207
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/196.html	208
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/197.html	209
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/198.html	210
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/199.html	211
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/200.html	212
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/201.html	213
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/202.html	214
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/203.html	215
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/204.html	216
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/205.html	217
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/206.html	218
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/207.html	219
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/208.html	220
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/209.html	221
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/210.html	222
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/211.html	223
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/212.html	224
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/213.html	225
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/214.html	226
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/215.html	227
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/216.html	228
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/217.html	229
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/218.html	230
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/219.html	231
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/220.html	232
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/221.html	233
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/222.html	234
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/223.html	235
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/224.html	236
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/225.html	237
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/226.html	238
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/227.html	239
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/228.html	240
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/229.html	241
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/230.html	242
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/231.html	243
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/232.html	244
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/233.html	245
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/234.html	246
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/235.html	247
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/236.html	248
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/237.html	249
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/238.html	250
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/239.html	251
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/240.html	252
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/241.html	253
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/242.html	254
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/243.html	255
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/244.html	256
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/245.html	257
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/246.html	258
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/247.html	259
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/248.html	260
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/249.html	261
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/250.html	262
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/251.html	263
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/252.html	264
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/253.html	265
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/254.html	266
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/255.html	267
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/256.html	268
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/257.html	269
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/258.html	270
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/259.html	271
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/260.html	272
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/261.html	273
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/262.html	274
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/263.html	275
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/264.html	276
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/265.html	277
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/266.html	278
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/267.html	279
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/268.html	280
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/269.html	281
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/270.html	282
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/271.html	283
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/272.html	284
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/273.html	285
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/274.html	286
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/275.html	287
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/276.html	288
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/277.html	289
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/278.html	290
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/279.html	291
https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/280.html	292
https://www.cse.ust.hk/~kwtleung/COMP4321/news/bbc1.htm	293
https://www.cse.ust.hk/~kwtleung/COMP4321/news/bbc2.htm	294
https://www.cse.ust.hk/~kwtleung/COMP4321/news/bbc3.htm	295
https://www.cse.ust.hk/~kwtleung/COMP4321/news/cnn1.htm	296
https://www.cse.ust.hk/~kwtleung/COMP4321/news/cnn2.htm	297
