pageId	url	title	lastModified	size	bodyFile
150	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/138.html	Star Trek: Voyager: Season 1 (1995)	2023-05-16T05:03:20Z	4116	page-0150-body.txt
151	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/139.html	Allergies: A Natural Approach (2001)	2023-05-16T05:03:20Z	2548	page-0151-body.txt
152	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/140.html	Lost in the Wild (1993)	2023-05-16T05:03:20Z	3997	page-0152-body.txt
153	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/141.html	Goddess of Mercy (2004)	2023-05-16T05:03:20Z	4112	page-0153-body.txt
154	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/142.html	The Tricky Master (2000)	2023-05-16T05:03:20Z	6415	page-0154-body.txt
155	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/143.html	The Game (1997)	2023-05-16T05:03:20Z	3283	page-0155-body.txt
156	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/144.html	Deepak Chopra: The Way of the Wizard and Alchemy (2000)	2023-05-16T05:03:20Z	2693	page-0156-body.txt
157	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/145.html	Get Out Your Handkerchiefs (1978)	2023-05-16T05:03:20Z	6485	page-0157-body.txt
158	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/146.html	Cannibal Women in the Avocado Jungle of Death (1988)	2023-05-16T05:03:20Z	6918	page-0158-body.txt
159	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/147.html	Where Sleeping Dogs Lie (1992)	2023-05-16T05:03:20Z	5656	page-0159-body.txt
160	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/148.html	Sweet November (2001)	2023-05-16T05:03:20Z	8272	page-0160-body.txt
161	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/149.html	The Edward R. Murrow Collection (2005)	2023-05-16T05:03:20Z	4092	page-0161-body.txt
162	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/150.html	Firetrap (2001)	2023-05-16T05:03:20Z	6335	page-0162-body.txt
163	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/151.html	Sleepover Nightmare (2005)	2023-05-16T05:03:22Z	5969	page-0163-body.txt
164	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/152.html	A Little Princess (1995)	2023-05-16T05:03:22Z	3982	page-0164-body.txt
165	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/153.html	MTV Yoga (2002)	2023-05-16T05:03:22Z	3576	page-0165-body.txt
166	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/154.html	Demon Warrior Koji (2000)	2023-05-16T05:03:22Z	4114	page-0166-body.txt
167	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/155.html	The Strongest Man in the World (1975)	2023-05-16T05:03:22Z	3882	page-0167-body.txt
168	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/156.html	Husbands and Wives (1992)	2023-05-16T05:03:22Z	7467	page-0168-body.txt
169	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/157.html	Laird: White Knuckle Extreme (2004)	2023-05-16T05:03:22Z	2675	page-0169-body.txt
170	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/158.html	A Killer Within (2004)	2023-05-16T05:03:22Z	8029	page-0170-body.txt
171	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/159.html	Gentlemen of Fortune (1971)	2023-05-16T05:03:22Z	7526	page-0171-body.txt
172	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/160.html	Gormenghast (2000)	2023-05-16T05:03:22Z	6564	page-0172-body.txt
173	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/161.html	Ninotchka (1939)	2023-05-16T05:03:22Z	7099	page-0173-body.txt
174	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/162.html	John Cleese on How to Irritate People (1968)	2023-05-16T05:03:22Z	6997	page-0174-body.txt
175	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/163.html	MTV: Making the Band 2: Best of Season 1 (2002)	2023-05-16T05:03:22Z	4086	page-0175-body.txt
176	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/164.html	One Last Dance (2003)	2023-05-16T05:03:22Z	6148	page-0176-body.txt
177	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/165.html	Richard Pryor: Live on the Sunset Strip (1982)	2023-05-16T05:03:22Z	6062	page-0177-body.txt
178	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/166.html	Fame (1980)	2023-05-16T05:03:22Z	8511	page-0178-body.txt
179	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/167.html	The Chorus (2004)	2023-05-16T05:03:22Z	4135	page-0179-body.txt
180	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/168.html	Smokey and the Bandit Part 3 (1983)	2023-05-16T05:03:22Z	9575	page-0180-body.txt
181	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/169.html	Cartoon Network Halloween: 9 Creepy Cartoon Capers (2004)	2023-05-16T05:03:22Z	2695	page-0181-body.txt
182	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/170.html	Tomorrow (1972)	2023-05-16T05:03:22Z	5980	page-0182-body.txt
183	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/171.html	Funny Face (1957)	2023-05-16T05:03:22Z	7988	page-0183-body.txt
184	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/172.html	Jack (2003)	2023-05-16T05:03:22Z	3066	page-0184-body.txt
185	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/173.html	The Devil's Brigade (1968)	2023-05-16T05:03:22Z	6984	page-0185-body.txt
186	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/174.html	Adam-12: Season 1 (1968)	2023-05-16T05:03:22Z	3601	page-0186-body.txt
187	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/175.html	Reservoir Dogs (1992)	2023-05-16T05:03:22Z	11108	page-0187-body.txt
188	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/176.html	The History Channel Presents: Troy: Unearthing the Legend (2004)	2023-05-16T05:03:24Z	2830	page-0188-body.txt
189	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/177.html	Pressure (2002)	2023-05-16T05:03:24Z	5923	page-0189-body.txt
190	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/178.html	Regular Guys (1996)	2023-05-16T05:03:24Z	5971	page-0190-body.txt
191	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/179.html	Bollywood Bound (2003)	2023-05-16T05:03:24Z	4620	page-0191-body.txt
192	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/180.html	Scratch (2002)	2023-05-16T05:03:24Z	4099	page-0192-body.txt
193	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/181.html	The Last Shot (2004)	2023-05-16T05:03:24Z	3414	page-0193-body.txt
194	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/182.html	Moby: Play (2001)	2023-05-16T05:03:24Z	4803	page-0194-body.txt
195	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/183.html	IFilm: Deranged (2005)	2023-05-16T05:03:24Z	3862	page-0195-body.txt
196	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/184.html	Billy Blanks: Tae Bo: Cardio Circuit 1 (2004)	2023-05-16T05:03:24Z	2611	page-0196-body.txt
197	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/185.html	Missing in Action 2: The Beginning / Missing in Action 3: Braddock (1985)	2023-05-16T05:03:24Z	6805	page-0197-body.txt
198	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/186.html	Panic in the Streets (1950)	2023-05-16T05:03:24Z	6793	page-0198-body.txt
199	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/187.html	Death to Smoochy (2002)	2023-05-16T05:03:24Z	8366	page-0199-body.txt
200	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/188.html	Dead Birds (2005)	2023-05-16T05:03:24Z	3975	page-0200-body.txt
201	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/189.html	Airplane II: The Sequel (1982)	2023-05-16T05:03:24Z	7714	page-0201-body.txt
202	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/190.html	Blood and Sand (1989)	2023-05-16T05:03:24Z	3682	page-0202-body.txt
203	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/191.html	X2: X-Men United (2003)	2023-05-16T05:03:24Z	8773	page-0203-body.txt
204	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/192.html	The SoulTaker (2003)	2023-05-16T05:03:24Z	5077	page-0204-body.txt
205	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/193.html	Marilyn Manson: Fear of a Satanic Planet (2005)	2023-05-16T05:03:24Z	2625	page-0205-body.txt
206	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/194.html	Arliss: The Best of Arliss (1996)	2023-05-16T05:03:24Z	3792	page-0206-body.txt
207	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/195.html	Chasing Freedom (2004)	2023-05-16T05:03:24Z	8378	page-0207-body.txt
208	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/196.html	Peter Tosh: Stepping Razor: Red X (1992)	2023-05-16T05:03:24Z	2638	page-0208-body.txt
209	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/197.html	Taking Lives (2004)	2023-05-16T05:03:26Z	8754	page-0209-body.txt
210	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/198.html	Gupt (1997)	2023-05-16T05:03:26Z	6856	page-0210-body.txt
211	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/199.html	The Deer Hunter (1978)	2023-05-16T05:03:26Z	3896	page-0211-body.txt
212	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/200.html	The Fall of the Roman Empire (1964)	2023-05-16T05:03:26Z	7062	page-0212-body.txt
213	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/201.html	Home Movie (2001)	2023-05-16T05:03:26Z	6102	page-0213-body.txt
214	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/202.html	Ruby's Bucket of Blood (2001)	2023-05-16T05:03:26Z	6495	page-0214-body.txt
215	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/203.html	Sports Illustrated Swimsuit Edition: 1997 (1997)	2023-05-16T05:03:26Z	3412	page-0215-body.txt
216	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/204.html	Venus Boyz (2002)	2023-05-16T05:03:26Z	5782	page-0216-body.txt
217	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/205.html	Troy: Bonus Material (2004)	2023-05-16T05:03:26Z	2668	page-0217-body.txt
218	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/206.html	Unconstitutional: The War on Our Civil Liberties (2004)	2023-05-16T05:03:26Z	7114	page-0218-body.txt
219	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/207.html	Denise Austin: Ultimate Fat Burner (2001)	2023-05-16T05:03:26Z	2583	page-0219-body.txt
220	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/208.html	The Three Stooges: Sing a Song of Six Pants (1947)	2023-05-16T05:03:26Z	4101	page-0220-body.txt
221	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/209.html	Star Trek: Deep Space Nine: Season 5 (1996)	2023-05-16T05:03:26Z	3068	page-0221-body.txt
222	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/210.html	Onmyoji (2001)	2023-05-16T05:03:26Z	6765	page-0222-body.txt
223	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/211.html	The Agronomist (2004)	2023-05-16T05:03:26Z	6972	page-0223-body.txt
224	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/212.html	Querelle (1982)	2023-05-16T05:03:26Z	6508	page-0224-body.txt
225	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/213.html	Dinner Rush (2001)	2023-05-16T05:03:26Z	7801	page-0225-body.txt
226	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/214.html	Read-Along: Beauty and the Beast (2002)	2023-05-16T05:03:26Z	4007	page-0226-body.txt
227	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/215.html	That '70s Show: Season 1 (1998)	2023-05-16T05:03:26Z	3705	page-0227-body.txt
228	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/216.html	Impostor (2000)	2023-05-16T05:03:26Z	3522	page-0228-body.txt
229	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/217.html	Cherry 2000 (1988)	2023-05-16T05:03:28Z	6819	page-0229-body.txt
230	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/218.html	Triumph: Live at the US Festival (1983)	2023-05-16T05:03:28Z	3746	page-0230-body.txt
231	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/219.html	Neon Bible (1995)	2023-05-16T05:03:28Z	6911	page-0231-body.txt
232	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/220.html	Winston Churchill: The Wilderness Years (1983)	2023-05-16T05:03:28Z	10591	page-0232-body.txt
233	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/221.html	Voyage to the Planets and Beyond (2005)	2023-05-16T05:03:28Z	3071	page-0233-body.txt
234	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/222.html	Yellow (1998)	2023-05-16T05:03:28Z	7377	page-0234-body.txt
235	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/223.html	Chappelle's Show: Season 1 (2003)	2023-05-16T05:03:28Z	7877	page-0235-body.txt
236	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/224.html	Midsomer Murders: Blood Will Out (1999)	2023-05-16T05:03:28Z	2569	page-0236-body.txt
237	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/225.html	The Cookout (2004)	2023-05-16T05:03:28Z	3605	page-0237-body.txt
238	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/226.html	Henry: Portrait of a Serial Killer 2 (1996)	2023-05-16T05:03:28Z	3516	page-0238-body.txt
239	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/227.html	The Carol Burnett Show: Show Stoppers (2001)	2023-05-16T05:03:28Z	3114	page-0239-body.txt
240	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/228.html	Butch and Sundance: The Early Days (1979)	2023-05-16T05:03:28Z	6256	page-0240-body.txt
241	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/229.html	Peter Gabriel: Growing Up Live (2003)	2023-05-16T05:03:28Z	2880	page-0241-body.txt
242	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/230.html	Unsolved Mysteries: Psychics (1987)	2023-05-16T05:03:28Z	3104	page-0242-body.txt
243	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/231.html	Marooned in Iraq (2002)	2023-05-16T05:03:28Z	6311	page-0243-body.txt
244	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/232.html	Gross Anatomy (1989)	2023-05-16T05:03:28Z	6767	page-0244-body.txt
245	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/233.html	Chato's Land (1971)	2023-05-16T05:03:28Z	11167	page-0245-body.txt
246	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/234.html	Animation Legend: Winsor McCay (1921)	2023-05-16T05:03:28Z	3888	page-0246-body.txt
247	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/235.html	Unhook the Stars (1996)	2023-05-16T05:03:30Z	7025	page-0247-body.txt
248	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/236.html	Cartoon Crazys Sci-Fi (1998)	2023-05-16T05:03:30Z	2492	page-0248-body.txt
249	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/237.html	Broken Blossoms (1918)	2023-05-16T05:03:30Z	3769	page-0249-body.txt
250	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/238.html	Led Zeppelin: The Song Remains the Same (1976)	2023-05-16T05:03:30Z	9335	page-0250-body.txt
251	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/239.html	Winnie the Pooh: Springtime with Roo (2004)	2023-05-16T05:03:30Z	6829	page-0251-body.txt
252	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/240.html	Woman of the Year (1942)	2023-05-16T05:03:30Z	7342	page-0252-body.txt
253	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/241.html	North by Northwest (1959)	2023-05-16T05:03:30Z	9712	page-0253-body.txt
254	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/242.html	Neon Genesis Evangelion: The End of Evangelion (1995)	2023-05-16T05:03:30Z	8900	page-0254-body.txt
255	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/243.html	Pressure Point (1962)	2023-05-16T05:03:30Z	5973	page-0255-body.txt
256	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/244.html	Stellvia (2004)	2023-05-16T05:03:30Z	5667	page-0256-body.txt
257	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/245.html	Road Dogz (2002)	2023-05-16T05:03:30Z	6649	page-0257-body.txt
258	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/246.html	The Boston Strangler (1968)	2023-05-16T05:03:30Z	3904	page-0258-body.txt
259	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/247.html	Oleanna (1994)	2023-05-16T05:03:30Z	7915	page-0259-body.txt
260	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/248.html	Michael Moore's The Awful Truth: Season 2 (2001)	2023-05-16T05:03:30Z	2696	page-0260-body.txt
261	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/249.html	The Hunters (1958)	2023-05-16T05:03:30Z	6093	page-0261-body.txt
262	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/250.html	Cast a Giant Shadow (1966)	2023-05-16T05:03:30Z	7615	page-0262-body.txt
263	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/251.html	Midsomer Murders: Strangler's Wood (2000)	2023-05-16T05:03:30Z	2583	page-0263-body.txt
264	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/252.html	Stuart Little 2 (2002)	2023-05-16T05:03:30Z	8171	page-0264-body.txt
265	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/253.html	A Night at the Opera (1935)	2023-05-16T05:03:32Z	4111	page-0265-body.txt
266	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/254.html	Westender (2003)	2023-05-16T05:03:32Z	6053	page-0266-body.txt
267	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/255.html	The Hunchback of Notre Dame II (2001)	2023-05-16T05:03:32Z	6973	page-0267-body.txt
268	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/256.html	Ghost Dog: The Way of the Samurai (2000)	2023-05-16T05:03:32Z	10489	page-0268-body.txt
269	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/257.html	Charlotte's Web (1973)	2023-05-16T05:03:32Z	7637	page-0269-body.txt
270	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/258.html	Mann (1999)	2023-05-16T05:03:32Z	6687	page-0270-body.txt
271	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/259.html	Animal (2004)	2023-05-16T05:03:32Z	4576	page-0271-body.txt
272	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/260.html	Marat / Sade (1967)	2023-05-16T05:03:32Z	6756	page-0272-body.txt
273	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/261.html	The Big Clock (1948)	2023-05-16T05:03:32Z	6735	page-0273-body.txt
274	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/262.html	Herbie Rides Again (1974)	2023-05-16T05:03:32Z	7169	page-0274-body.txt
275	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/263.html	Dragon Ball: Tournament Saga (2001)	2023-05-16T05:03:32Z	2685	page-0275-body.txt
276	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/264.html	Angelina Ballerina: Lights (2002)	2023-05-16T05:03:32Z	2629	page-0276-body.txt
277	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/265.html	The Jeff Corwin Experience: Costa Rica and the Amazon (2002)	2023-05-16T05:03:32Z	2907	page-0277-body.txt
278	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/266.html	Saudade Do Futuro (2000)	2023-05-16T05:03:32Z	4386	page-0278-body.txt
279	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/267.html	Touched by an Angel: Season 1 (1994)	2023-05-16T05:03:32Z	3937	page-0279-body.txt
280	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/268.html	The Final Countdown (1980)	2023-05-16T05:03:32Z	3837	page-0280-body.txt
281	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/269.html	Parenthood (1989)	2023-05-16T05:03:32Z	7631	page-0281-body.txt
282	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/270.html	Sex and the City: Season 4 (2001)	2023-05-16T05:03:32Z	4186	page-0282-body.txt
283	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/271.html	Saludos Amigos (1943)	2023-05-16T05:03:32Z	7115	page-0283-body.txt
284	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/272.html	Female Yakuza Tale (1973)	2023-05-16T05:03:34Z	6321	page-0284-body.txt
285	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/273.html	Taxi (2004)	2023-05-16T05:03:34Z	10708	page-0285-body.txt
286	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/274.html	Crazy as Hell (2002)	2023-05-16T05:03:34Z	6550	page-0286-body.txt
287	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/275.html	Evelyn (2002)	2023-05-16T05:03:34Z	8940	page-0287-body.txt
288	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/276.html	Cold Harvest (1998)	2023-05-16T05:03:34Z	5918	page-0288-body.txt
289	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/277.html	Enigma: MCMXC A.D (2003)	2023-05-16T05:03:34Z	2464	page-0289-body.txt
290	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/278.html	100 Days Before the Command (1990)	2023-05-16T05:03:34Z	5871	page-0290-body.txt
291	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/279.html	Micki and Maude (1984)	2023-05-16T05:03:34Z	3691	page-0291-body.txt
292	https://www.cse.ust.hk/~kwtleung/COMP4321/Movie/280.html	Sarah Brightman: In Concert (1998)	2023-05-16T05:03:34Z	3296	page-0292-body.txt
293	https://www.cse.ust.hk/~kwtleung/COMP4321/news/bbc1.htm	BBC news1	2023-05-16T05:03:44Z	1649	page-0293-body.txt
294	https://www.cse.ust.hk/~kwtleung/COMP4321/news/bbc2.htm	BBC news2	2023-05-16T05:03:44Z	2136	page-0294-body.txt
295	https://www.cse.ust.hk/~kwtleung/COMP4321/news/bbc3.htm	BBC news3	2023-05-16T05:03:44Z	3301	page-0295-body.txt
296	https://www.cse.ust.hk/~kwtleung/COMP4321/news/cnn1.htm	CNN news1	2023-05-16T05:03:44Z	4427	page-0296-body.txt
297	https://www.cse.ust.hk/~kwtleung/COMP4321/news/cnn2.htm	CNN news2	2023-05-16T05:03:44Z	6009	page-0297-body.txt
